-1.823811499999999919e+00	1.284115599999999979e+01	-1.101734500000000061e+01
-1.877858199999999922e+00	1.286190500000000014e+01	-1.098404700000000034e+01
-1.931876099999999985e+00	1.288245599999999946e+01	-1.095058000000000042e+01
-1.985864400000000085e+00	1.290280800000000028e+01	-1.091694400000000087e+01
-2.039822200000000141e+00	1.292296200000000006e+01	-1.088313899999999990e+01
-2.093748800000000188e+00	1.294291600000000031e+01	-1.084916800000000059e+01
-2.147643200000000085e+00	1.296267199999999953e+01	-1.081502899999999912e+01
-2.201504799999999928e+00	1.298222799999999921e+01	-1.078072300000000006e+01
-2.255332500000000184e+00	1.300158399999999936e+01	-1.074625100000000089e+01
-2.309125700000000059e+00	1.302073900000000073e+01	-1.071161400000000086e+01
-2.362883500000000137e+00	1.303969500000000004e+01	-1.067681100000000072e+01
-2.416605000000000114e+00	1.305844899999999953e+01	-1.064184400000000075e+01
-2.470289399999999969e+00	1.307700299999999949e+01	-1.060671299999999917e+01
-2.523935900000000121e+00	1.309535499999999963e+01	-1.057141900000000057e+01
-2.577543700000000104e+00	1.311350499999999997e+01	-1.053596199999999961e+01
-2.631111999999999895e+00	1.313145399999999974e+01	-1.050034199999999984e+01
-2.684639799999999799e+00	1.314920000000000044e+01	-1.046456000000000053e+01
-2.738126499999999908e+00	1.316674399999999956e+01	-1.042861800000000017e+01
-2.791571100000000083e+00	1.318408499999999961e+01	-1.039251400000000025e+01
-2.844972900000000138e+00	1.320122300000000060e+01	-1.035624999999999929e+01
-2.898331000000000213e+00	1.321815800000000074e+01	-1.031982700000000008e+01
-2.951644599999999841e+00	1.323489000000000004e+01	-1.028324500000000086e+01
-3.004912899999999887e+00	1.325141700000000000e+01	-1.024650399999999983e+01
-3.058135000000000048e+00	1.326774099999999912e+01	-1.020960600000000085e+01
-3.111310200000000137e+00	1.328386000000000067e+01	-1.017254999999999932e+01
-3.164437599999999851e+00	1.329977399999999932e+01	-1.013533699999999982e+01
-3.217516400000000054e+00	1.331548399999999965e+01	-1.009796799999999983e+01
-3.270545799999999836e+00	1.333098900000000064e+01	-1.006044299999999936e+01
