-1.830811381340026855e+00	1.233868217468261719e+01	-1.057930850982666016e+01
-1.879558920860290527e+00	1.235610008239746094e+01	-1.054690170288085938e+01
-1.928307890892028809e+00	1.237334823608398438e+01	-1.051431274414062500e+01
-1.977058768272399902e+00	1.239042663574218750e+01	-1.048153972625732422e+01
-2.025811433792114258e+00	1.240733432769775391e+01	-1.044858360290527344e+01
-2.074568510055541992e+00	1.242407321929931641e+01	-1.041544437408447266e+01
-2.123331546783447266e+00	1.244064521789550781e+01	-1.038212108612060547e+01
-2.172101736068725586e+00	1.245705318450927734e+01	-1.034861469268798828e+01
-2.220879793167114258e+00	1.247329425811767578e+01	-1.031492328643798828e+01
-2.269666433334350586e+00	1.248936843872070312e+01	-1.028104496002197266e+01
-2.318464994430541992e+00	1.250528335571289062e+01	-1.024698543548583984e+01
-2.367274045944213867e+00	1.252103328704833984e+01	-1.021273899078369141e+01
-2.416094779968261719e+00	1.253662204742431641e+01	-1.017830848693847656e+01
-2.464930295944213867e+00	1.255204868316650391e+01	-1.014369201660156250e+01
-2.513779878616333008e+00	1.256731891632080078e+01	-1.010889053344726562e+01
-2.562643766403198242e+00	1.258242702484130859e+01	-1.007390499114990234e+01
-2.611524820327758789e+00	1.259737777709960938e+01	-1.003873538970947266e+01
-2.660422086715698242e+00	1.261217021942138672e+01	-1.000337982177734375e+01
-2.709336280822753906e+00	1.262680625915527344e+01	-9.967840194702148438e+00
-2.758269071578979492e+00	1.264128684997558594e+01	-9.932116508483886719e+00
-2.807219982147216797e+00	1.265561103820800781e+01	-9.896208763122558594e+00
-2.856190443038940430e+00	1.266978454589843750e+01	-9.860117912292480469e+00
-2.905181169509887695e+00	1.268380165100097656e+01	-9.823843955993652344e+00
-2.954191446304321289e+00	1.269766521453857422e+01	-9.787385940551757812e+00
-3.003221988677978516e+00	1.271137619018554688e+01	-9.750745773315429688e+00
-3.052272796630859375e+00	1.272493648529052734e+01	-9.713925361633300781e+00
-3.101345300674438477e+00	1.273834609985351562e+01	-9.676919937133789062e+00
-3.150438547134399414e+00	1.275160408020019531e+01	-9.639738082885742188e+00
-3.199554681777954102e+00	1.276471328735351562e+01	-9.602372169494628906e+00
-3.248690366744995117e+00	1.277767276763916016e+01	-9.564828872680664062e+00
-3.297846078872680664e+00	1.279048347473144531e+01	-9.527107238769531250e+00
-3.347024440765380859e+00	1.280314350128173828e+01	-9.489206314086914062e+00
-3.396225214004516602e+00	1.281565952301025391e+01	-9.451128005981445312e+00
-3.445445775985717773e+00	1.282802677154541016e+01	-9.412875175476074219e+00
-3.494686365127563477e+00	1.284024620056152344e+01	-9.374445915222167969e+00
-3.543947935104370117e+00	1.285231971740722656e+01	-9.335842132568359375e+00
-3.593229055404663086e+00	1.286424541473388672e+01	-9.297062873840332031e+00
-3.642530202865600586e+00	1.287602806091308594e+01	-9.258112907409667969e+00
-3.691849946975708008e+00	1.288766288757324219e+01	-9.218992233276367188e+00
-3.741188287734985352e+00	1.289915370941162109e+01	-9.179698944091796875e+00
-3.790543794631958008e+00	1.291049861907958984e+01	-9.140238761901855469e+00
-3.839918851852416992e+00	1.292170047760009766e+01	-9.100608825683593750e+00
-3.889308214187622070e+00	1.293275737762451172e+01	-9.060811996459960938e+00
-3.938713788986206055e+00	1.294366836547851562e+01	-9.020850181579589844e+00
-3.988135099411010742e+00	1.295443534851074219e+01	-8.980725288391113281e+00
-4.037569999694824219e+00	1.296506118774414062e+01	-8.940436363220214844e+00
-4.087018013000488281e+00	1.297554206848144531e+01	-8.899985313415527344e+00
-4.136478900909423828e+00	1.298587894439697266e+01	-8.859374046325683594e+00
-4.185950756072998047e+00	1.299607276916503906e+01	-8.818602561950683594e+00
-4.235432147979736328e+00	1.300612163543701172e+01	-8.777674674987792969e+00
-4.284922122955322266e+00	1.301602935791015625e+01	-8.736592292785644531e+00
-4.334420204162597656e+00	1.302579212188720703e+01	-8.695355415344238281e+00
-4.383925437927246094e+00	1.303541278839111328e+01	-8.653964042663574219e+00
-4.433436393737792969e+00	1.304488754272460938e+01	-8.612421035766601562e+00
-4.482950210571289062e+00	1.305422019958496094e+01	-8.570730209350585938e+00
-4.532467842102050781e+00	1.306340980529785156e+01	-8.528888702392578125e+00
-4.581984996795654297e+00	1.307245445251464844e+01	-8.486903190612792969e+00
